"","Dish_id","Dish_name","menu_page_id","price","Menu_id","Menupage_id","event","place","physical_description","notes","date","states"
"817",83,"Mashed potatoes",30168,NA,22567,30168,"177TH REGULAR DINNER","CONEY ISLAND,(NY)","CARD;ILL;COL;4.5X7.25;","TWO COPIES;EACH COPY ON DIFFERENT COLOR STOCK;","1899-09-13T00:00:00Z","CO"
"818",83,"Mashed potatoes",30170,0.15,22568,30170,"LUNCHEON","BROADWAY & 63 ST. NY","BROADSHEET; ILLUS; COL; 5.75 X 8;","WINE LIST ON BACK;","1900-01-18T00:00:00Z","NY"
"819",83,"Mashed potatoes",30182,NA,22571,30182,"DINNER","","BROADSIDE; FLAG EMBLEM; 4.5X6.5;","","1905-07-17T00:00:00Z",""
"820",83,"Mashed potatoes",302,0.1,12516,302,"COMPLIMENTARY BANQUET GIVEN BY THE CITY GOVERNMENT OF BOSTON TO THE BOARDS OF TRADE OF THE WESTERN CITIES","MA","BROADSIDE; ILLUS; 4.25 X 11.75","MENU PRINTED IN BLACK ON CREAM SILK RIBBON WITH OVERSEWN SIDES; UNPRICED; ILLUSTRATION OF CITY AND COMMERCE SCENES; OUT OF PLACE MENU","1865-09-28T00:00:00Z","MA"
"821",83,"Mashed potatoes",30202,NA,22577,30202,"EASTER SUNDAY DINNER","PA","FOLDER; ILLUS; COL; 5X6.5;","PORTRAIT ILLUSTRATION ON COVER; DESERT: ""CRUSHED VIOLET ICE CREAM;""","1899-04-02T00:00:00Z","PA"
"822",83,"Mashed potatoes",30237,NA,22590,30237,"DINNER MENU","WHITE MOUNTAINS, NH","FOLDER; ILLUS; 5.25X3.5;","PHOTOGRAPH OF HOTEL AND GROUNDS ON COVER; THE VENDOME HOTEL, BOSTON, MA IS ON BACK COVER","1895-08-23T00:00:00Z","HI"
"823",83,"Mashed potatoes",30318,NA,22611,30318,"DINNER","","CARD; 5 X 9;","LOGO;","1901-01-25T00:00:00Z",""
"824",83,"Mashed potatoes",30328,NA,22615,30328,"253RD ANNIVERSARY","FANEUIL HALL,BOSTON,MA.","BOOKLET;ILLUS ON BACK;COL;4.5X7","COMMITTEE & WINES LISTED","1891-06-01T00:00:00Z","AL"
"825",83,"Mashed potatoes",30363,NA,22623,30363,"DINNER","PULLMAN DINING CAR","FOLDER;ILLUS;4.5 X 7.5;","INCLUDES WINE LIST & PRICES","1888-09-15T00:00:00Z","AR"
"826",83,"Mashed potatoes",30394,NA,22629,30394,"DINNER MENU","WOODSTOCK, VT","BROADSHEET; 5X6.5;","","1894-08-30T00:00:00Z","VT"
"827",83,"Mashed potatoes",30400,NA,22631,30400,"DINNER","FIFTH AVENUE AND 59TH ST., NY","CARD; 6.25 X 9.25;","CREST; NOTE THAT WATER IS DISTILLED FOR PURITY;","1900-01-12T00:00:00Z","NY"
"828",83,"Mashed potatoes",30422,NA,22635,30422,"THANKSGIVING DINNER","ST.AUGUSTINE,FLORIDA","BOOKLET;ILLUS;COL;5.25X7;","10 PENCILED SIGNATURES;MUSICAL PROGRAM;","1897-11-25T00:00:00Z","FL"
"829",83,"Mashed potatoes",30443,NA,22642,30443,"DINNER","EN ROUTE TO BUFFALO","FOLDER; ILLUS; COL; 5.75X7.25;","COMPLETE WINE LIST ON SEPARATE PAG WITH PRICES;","1905-07-11T00:00:00Z","AL"
"830",83,"Mashed potatoes",30476,NA,22649,30476,"LUNCHEON","","BROADSIDE; ILLIS; COL; 4.5 X 7.25;","","1901-01-19T00:00:00Z",""
"831",83,"Mashed potatoes",30496,NA,22656,30496,"LUNCHEON","FL","BROADSIDE; ILLUS; 4 X 7.5;","","1901-02-18T00:00:00Z","FL"
"832",83,"Mashed potatoes",30516,NA,22662,30516,"DINNER","CLEVELAND,OHIO","FOLDER; ILLUS; COL COVER; 4.75 X 8;","","1901-01-20T00:00:00Z","OH"
"833",83,"Mashed potatoes",30580,NA,22678,30580,"LUNCHEON","FL","BROADSIDE; HOTEL EMBLEM; 4 X 7.5;","","1901-03-10T00:00:00Z","FL"
"834",83,"Mashed potatoes",30592,NA,22681,30592,"DINNER","","CARD; COL; 4.5 X 6.75;","RED AND BLACK PRINT; DECKEL EDGE; PART OF HARVEY CHAIN;","1899-11-08T00:00:00Z",""
"835",83,"Mashed potatoes",30634,NA,22692,30634,"DINNER","DC","CARD;ILL;COL;6X7.75;","","1899-02-22T00:00:00Z","DC"
"836",83,"Mashed potatoes",30697,NA,22711,30697,"LUNCHEON","FL","CARD; ILLUS; COL; 4.5X6.75;","HOTEL SEAL AT TOP;","1901-03-01T00:00:00Z","FL"
